00:23:CD:12:7F:7D,EIRRG H118+,37,-82,,,
1C:77:F6:EE:BC:07,pororoo,29,-86,,,
54:E6:FC:A4:0C:FC,[ APTRG DMZ ],70,-65,,,
60:E3:27:B6:2A:95,EIRRG H118,31,-85,,,
04:95:E6:BE:2F:A8,modal_dong,38,-81,,,
C8:3A:35:22:08:38,Tenda_220838,18,-91,,,
BC:C0:0F:23:0C:E8,Gedung D 12,34,-83,,,
0C:80:63:DF:E9:EA,Praktikum I-SMILE,30,-85,,,
00:27:22:C6:48:9B,TelkomUniversity,28,-86,,,
A0:F3:C1:B0:94:D6,APTRG juara umum !,56,-72,,,
00:27:22:C6:46:43,TelkomUniversity,19,-91,,,
64:66:B3:B6:B4:89,Speedy Instan@wifi.id,23,-89,,,
64:66:B3:B6:B4:8A,,22,-89,,,
FC:A6:CD:34:96:90,04FS_349690,24,-88,,,
00:23:CD:12:7F:7D,EIRRG H118+,37,-82,,,
1C:77:F6:EE:BC:07,pororoo,28,-86,,,
54:E6:FC:A4:0C:FC,[ APTRG DMZ ],70,-65,,,
60:E3:27:B6:2A:95,EIRRG H118,31,-85,,,
04:95:E6:BE:2F:A8,modal_dong,39,-81,,,
C8:3A:35:22:08:38,Tenda_220838,22,-89,,,
BC:C0:0F:23:0C:E8,Gedung D 12,33,-84,,,
0C:80:63:DF:E9:EA,Praktikum I-SMILE,27,-87,,,
00:27:22:C6:48:9B,TelkomUniversity,29,-86,,,
A0:F3:C1:B0:94:D6,APTRG juara umum !,65,-68,,,
00:27:22:C6:46:43,TelkomUniversity,17,-92,,,
64:66:B3:B6:B4:89,Speedy Instan@wifi.id,23,-89,,,
64:66:B3:B6:B4:8A,,22,-89,,,
FC:A6:CD:34:96:90,04FS_349690,29,-86,,,
B0:4E:26:ED:F3:C6,Connected,22,-89,,,
C8:3A:35:6C:74:81,IMV,21,-90,,,
CC:06:77:EB:DF:B0,04FS_ebdfb0,21,-90,,,
00:27:22:AE:8F:45,TelkomUniversity,17,-92,,,
CC:46:D6:38:EB:01,Employee@TelkomUniversity,23,-89,,,
00:23:CD:12:7F:7D,EIRRG H118+,33,-84,,,
1C:77:F6:EE:BC:07,pororoo,32,-84,,,
54:E6:FC:A4:0C:FC,[ APTRG DMZ ],70,-65,,,
60:E3:27:B6:2A:95,EIRRG H118,27,-87,,,
04:95:E6:BE:2F:A8,modal_dong,37,-82,,,
C8:3A:35:22:08:38,Tenda_220838,22,-89,,,
BC:C0:0F:23:0C:E8,Gedung D 12,35,-83,,,
0C:80:63:DF:E9:EA,Praktikum I-SMILE,26,-87,,,
00:27:22:C6:48:9B,TelkomUniversity,29,-86,,,
A0:F3:C1:B0:94:D6,APTRG juara umum !,62,-69,,,
00:27:22:C6:46:43,TelkomUniversity,17,-92,,,
FC:A6:CD:34:96:90,04FS_349690,30,-85,,,
B0:4E:26:ED:F3:C6,Connected,22,-89,,,
C8:3A:35:6C:74:81,IMV,21,-90,,,
CC:06:77:EB:DF:B0,04FS_ebdfb0,21,-90,,,
00:27:22:AE:8F:45,TelkomUniversity,13,-94,,,
CC:46:D6:38:EB:01,Employee@TelkomUniversity,23,-89,,,
00:23:CD:12:7F:7D,EIRRG H118+,37,-82,,,
1C:77:F6:EE:BC:07,pororoo,35,-83,,,
54:E6:FC:A4:0C:FC,[ APTRG DMZ ],70,-65,,,
60:E3:27:B6:2A:95,EIRRG H118,28,-86,,,
04:95:E6:BE:2F:A8,modal_dong,38,-81,,,
C8:3A:35:22:08:38,Tenda_220838,24,-88,,,
BC:C0:0F:23:0C:E8,Gedung D 12,35,-83,,,
0C:80:63:DF:E9:EA,Praktikum I-SMILE,27,-87,,,
00:27:22:C6:48:9B,TelkomUniversity,30,-85,,,
A0:F3:C1:B0:94:D6,APTRG juara umum !,64,-68,,,
00:27:22:C6:46:43,TelkomUniversity,17,-92,,,
FC:A6:CD:34:96:90,04FS_349690,28,-86,,,
00:27:22:AE:8F:45,TelkomUniversity,17,-92,,,
30:B5:C2:31:B6:76,Nethost Plash 11a,20,-90,,,
64:66:B3:B6:B4:88,LABORATORIUM N301 ,23,-89,,,
64:66:B3:B6:B4:89,Speedy Instan@wifi.id,22,-89,,,
64:66:B3:B6:B4:8A,,22,-89,,,
00:23:CD:12:7F:7D,EIRRG H118+,34,-83,,,
